% Cpu,Block Changes,Cursor/session,DB Cpu,DB Time,Date (DB Statistics),Date,Hard Parse (DB Statistics),Hard Parse,Instance Number (DB Statistics),Servers,JAVA Execs,Logical Reads,Number of Records,PLSQL Execs,Parse Time,PhysRead/Txn,PhysWrite/Txn,Redo 1,Redo,Repeat,SQL Execs,Sessions,User Calls
52,799.11,27.23,17994,34606,5/23/2018 8:00:00 AM,5/23/2018 8:00:00 AM,65,22,9,9,71,705.1,1,3198,121,5,285.61,382,2,25,32816,922,671.71
48.92,945.04,26.25,17413,35595,5/21/2018 1:00:00 PM,5/21/2018 1:00:00 PM,68,20,9,9,48,841.58,1,3186,116,4,294.8,234,2,25,33990,878,597.26
50.89,81.06,26.04,17291,33974,5/23/2018 12:00:00 PM,5/23/2018 12:00:00 PM,69,18,9,9,75,39.93,1,3251,121,5,308.15,226,2,25,32251,968,616.63
18.06,734.18,29.62,18612,103070,5/23/2018 10:00:00 PM,5/23/2018 10:00:00 PM,87,24,9,9,47,325.2,1,3464,137,4,291.64,220,2,25,65225,852,545.77
20.43,258.69,28.68,19261,94265,5/24/2018 12:00:00 PM,5/24/2018 12:00:00 PM,100,22,9,9,49,888.78,1,3136,149,4,282.86,486,2,25,60350,893,630.93
47.82,815.56,25.61,15732,32896,5/7/2018 12:00:00 PM,5/7/2018 12:00:00 PM,114,18,9,9,51,757.48,1,2751,157,4,280.62,135,2,25,31451,881,553.22
43.41,140.41,22.79,10709,24668,5/6/2018 7:00:00 PM,5/6/2018 7:00:00 PM,585,13,9,9,28,406.19,1,1569,706,2,174.5,185,1,25,23749,832,260.42
45.26,108.04,23.68,14594,32247,5/14/2018 1:00:00 AM,5/14/2018 1:00:00 AM,722,16,9,9,26,25.84,1,2055,1009,3,152.68,331,1,25,30870,870,301.02
10.56,752.55,29.43,20467,193773,5/18/2018 6:00:00 PM,5/18/2018 6:00:00 PM,21,20,6,6,55,178.68,1,3376,78,6,340.78,489,2,28,108508,833,687.96
37.67,436.78,27.86,17973,47713,5/15/2018 7:00:00 PM,5/15/2018 7:00:00 PM,21,18,6,6,59,602.86,1,3347,87,6,286.9,550,2,28,39033,871,713.07
50.59,85.9,26.5,16725,33057,5/16/2018 8:00:00 AM,5/16/2018 8:00:00 AM,22,17,6,6,35,819.52,1,3018,71,5,274.77,302,2,28,31224,929,626.78
10.22,292.51,28.97,19832,193999,5/22/2018 9:00:00 PM,5/22/2018 9:00:00 PM,22,20,6,6,84,351.03,1,3291,86,6,340.75,564,2,28,119232,830,686.32
17.09,762.37,29.11,20742,121390,5/18/2018 2:00:00 PM,5/18/2018 2:00:00 PM,25,20,6,6,53,299.06,1,3632,79,6,331.1,621,2,28,79022,844,752.02
40.92,419.76,29.35,17075,41725,5/11/2018 2:00:00 PM,5/11/2018 2:00:00 PM,26,18,6,6,43,152.46,1,3313,78,7,319.17,731,2,28,34179,849,749.32
14.73,785.51,29.55,20353,138133,5/11/2018 3:00:00 PM,5/11/2018 3:00:00 PM,26,19,6,6,53,935.63,1,3659,87,5,342.28,579,2,28,88754,841,743.34
16.6,395.94,29.31,20468,123321,5/11/2018 4:00:00 PM,5/11/2018 4:00:00 PM,26,23,6,6,61,911.99,1,3623,90,6,359.01,767,2,28,83884,852,789.72
16.48,152.37,28.93,18888,114583,5/8/2018 8:00:00 PM,5/8/2018 8:00:00 PM,29,18,6,6,49,504.99,1,3254,87,5,325.13,414,2,28,83785,828,650.26
45.83,856.63,27.4,16456,35905,5/17/2018 10:00:00 AM,5/17/2018 10:00:00 AM,30,16,6,6,34,417.75,1,3252,79,5,322.83,270,2,28,34080,900,629.85
15.8,154.88,28.86,18655,118083,5/15/2018 8:00:00 PM,5/15/2018 8:00:00 PM,32,16,6,6,54,68.63,1,3268,92,6,305.87,476,2,28,76854,838,690.06
48.87,706.92,26.76,17818,36462,5/14/2018 8:00:00 PM,5/14/2018 8:00:00 PM,33,17,6,6,33,216.36,1,3274,91,5,301.8,373,2,28,34267,875,627.72
20.56,582.6,30.01,18562,90298,5/11/2018 9:00:00 PM,5/11/2018 9:00:00 PM,15,19,9,9,76,941.29,1,3158,73,4,300.76,307,2,26,59820,836,607.53
12.92,964.33,28.1,19990,154661,5/21/2018 10:00:00 PM,5/21/2018 10:00:00 PM,19,26,9,9,65,898.21,1,3246,73,4,298.77,200,2,26,101499,836,558.75
18.5,970.84,27.64,18589,100479,5/1/2018 9:00:00 PM,5/1/2018 9:00:00 PM,20,20,9,9,54,939.3,1,3072,76,4,289.07,256,2,26,68273,855,570.65
16.53,907.18,30.7,20651,124927,5/24/2018 8:00:00 PM,5/24/2018 8:00:00 PM,23,22,9,9,50,530.4,1,3468,80,5,318.29,613,2,26,80313,832,631.19
50.41,303.59,26.27,16562,32854,5/2/2018 10:00:00 AM,5/2/2018 10:00:00 AM,23,19,9,9,55,139.15,1,3058,73,5,295.95,343,2,26,31295,911,655.46
8.41,980.44,27.45,23146,275283,5/9/2018 8:00:00 PM,5/9/2018 8:00:00 PM,23,23,9,9,63,990.84,1,3571,82,5,325.1,738,2,26,167625,898,709.19
42.93,855.63,24.89,18558,43224,5/8/2018 7:00:00 AM,5/8/2018 7:00:00 AM,27,20,9,9,42,197.5,1,3193,77,17,295.01,326,4,26,38545,954,775.2
49.4,499.57,26.88,17519,35464,5/16/2018 8:00:00 AM,5/16/2018 8:00:00 AM,30,23,9,9,32,172.15,1,3060,76,5,272.01,416,2,26,33628,915,644.84
50.54,933.31,25.8,17057,33753,5/2/2018 9:00:00 AM,5/2/2018 9:00:00 AM,31,20,9,9,43,823.34,1,2923,79,4,293.95,253,2,26,32129,927,610.19
48.66,727.41,29.41,16855,34642,5/9/2018 11:00:00 AM,5/9/2018 11:00:00 AM,33,20,9,9,44,334.88,1,2900,82,5,285.63,470,2,26,33108,828,628.02
17.07,251.71,27.43,20955,122769,5/25/2018 2:00:00 PM,5/25/2018 2:00:00 PM,34,21,9,9,59,386.78,1,3469,90,5,308.81,735,2,26,76334,896,690.84
18.15,104.07,27.57,18652,102750,5/16/2018 10:00:00 PM,5/16/2018 10:00:00 PM,35,19,9,9,46,877.07,1,3159,86,4,284.73,264,2,26,65398,905,566.87
50.41,682.34,27.72,18720,37138,5/16/2018 1:00:00 PM,5/16/2018 1:00:00 PM,36,20,9,9,45,851.02,1,3366,89,5,310.67,675,2,26,35155,890,720.65
18.19,536.9,27.23,18775,103196,5/1/2018 8:00:00 PM,5/1/2018 8:00:00 PM,36,19,9,9,75,442.03,1,3207,97,5,305,525,2,26,69165,867,601.97
47.5,236.28,25.83,17531,36907,5/17/2018 9:00:00 AM,5/17/2018 9:00:00 AM,37,20,9,9,34,741.36,1,3098,89,5,286.58,510,2,26,35098,946,692.52
51.19,310.88,28.45,18914,36948,5/24/2018 8:00:00 AM,5/24/2018 8:00:00 AM,42,32,9,9,42,578.85,1,3333,94,5,285.66,440,2,26,35098,896,678.43
50.18,211.42,27.48,18275,36416,5/22/2018 7:00:00 AM,5/22/2018 7:00:00 AM,44,20,9,9,54,98.24,1,3085,94,5,297.91,240,2,26,34695,868,614.59
48.94,771.25,28.84,16409,33532,5/3/2018 12:00:00 PM,5/3/2018 12:00:00 PM,47,18,9,9,39,195.04,1,2904,92,4,274.51,172,2,26,32015,845,558.28
10.24,471.55,29.01,20003,195349,5/18/2018 7:00:00 PM,5/18/2018 7:00:00 PM,53,18,9,9,57,270.24,1,3231,233,5,306.76,333,2,26,116919,835,621.58
12.14,100.08,28.34,20845,171761,5/22/2018 10:00:00 PM,5/22/2018 10:00:00 PM,55,18,9,9,102,531.15,1,3410,120,5,317.68,430,2,26,104547,867,614.46
50.66,552.26,28.29,18049,35628,5/23/2018 9:00:00 AM,5/23/2018 9:00:00 AM,61,21,9,9,68,98.19,1,3221,134,5,286.23,333,2,26,33800,886,637.35
47.54,386.97,26.32,15857,33358,5/21/2018 11:00:00 AM,5/21/2018 11:00:00 AM,65,18,9,9,51,443.18,1,2978,110,4,276.22,197,2,26,31851,868,579.56
48.48,864.14,24.98,16732,34510,5/14/2018 12:00:00 PM,5/14/2018 12:00:00 PM,67,19,9,9,31,301.39,1,3002,112,5,280.9,306,2,26,32941,921,599.25
11.82,328.21,27.88,19713,166765,5/7/2018 10:00:00 PM,5/7/2018 10:00:00 PM,67,17,9,9,95,151.75,1,3092,136,5,302.66,234,2,26,107393,829,578.15
50.3,741.48,28.57,17410,34614,5/24/2018 10:00:00 AM,5/24/2018 10:00:00 AM,110,21,9,9,43,740.1,1,3167,165,4,274.79,328,2,26,32940,897,608.3
45.72,22.43,26.22,16703,36531,5/28/2018 11:00:00 AM,5/28/2018 11:00:00 AM,151,22,9,9,39,37.05,1,2713,193,4,264.19,235,2,26,35105,871,481.31
50.93,635.41,26.88,17755,34864,5/2/2018 1:00:00 PM,5/2/2018 1:00:00 PM,38,20,6,6,95,954.14,1,3439,108,5,333.52,558,2,28,33127,893,680.67
49.34,997.19,27.37,15707,31832,5/7/2018 1:00:00 PM,5/7/2018 1:00:00 PM,47,42,6,6,28,235.69,1,2932,90,5,270.89,240,2,28,30225,823,632.48
50.42,65.67,28.11,17870,35441,5/14/2018 9:00:00 PM,5/14/2018 9:00:00 PM,48,18,6,6,50,767.83,1,3187,107,4,304.1,188,2,28,33061,832,580.18
50.79,279.3,25.64,17285,34029,5/14/2018 1:00:00 PM,5/14/2018 1:00:00 PM,58,19,6,6,28,729.58,1,3277,106,6,318.14,373,2,28,32221,895,672.2
15.12,173.09,29.01,19248,127331,5/2/2018 8:00:00 PM,5/2/2018 8:00:00 PM,64,20,6,6,42,755.36,1,3322,120,5,326.21,522,2,28,78562,832,632.27
50.44,300.61,24.43,14538,28825,5/7/2018 10:00:00 AM,5/7/2018 10:00:00 AM,217,15,6,6,50,555.74,1,2730,283,4,270.21,875,1,28,27324,920,523.04
47.73,255.12,24.56,14218,29790,5/28/2018 10:00:00 AM,5/28/2018 10:00:00 AM,263,20,6,6,28,366.17,1,2654,369,4,259.21,957,1,28,28284,927,510.44
45,511.83,23.97,12767,28370,5/28/2018 2:00:00 AM,5/28/2018 2:00:00 AM,484,37,6,6,27,973.08,1,2021,654,3,194.32,484,1,28,27109,876,394.2
45.83,920.33,24.17,14029,30611,5/7/2018 3:00:00 AM,5/7/2018 3:00:00 AM,590,270.65,6,6,88,782.29,1,2243,819,13,210.02,475,3,28,29116,868,1
48.17,388.99,25.34,15204,31560,5/7/2018 4:00:00 AM,5/7/2018 4:00:00 AM,828,501.16,6,6,40,134.34,1,2209,1220,33,221.65,382,7,28,30095,834,2
15.36,932.43,29.05,19172,124807,5/17/2018 7:00:00 PM,5/17/2018 7:00:00 PM,17,16,6,6,58,938.49,1,3387,78,6,329.76,928,2,29,80749,845,772.58
16.73,257.9,29.41,16927,101166,5/4/2018 9:00:00 PM,5/4/2018 9:00:00 PM,17,16,6,6,82,255.13,1,3332,76,5,339.79,124,2,29,67308,831,549.36
15.84,93.55,29.02,20899,131943,5/25/2018 3:00:00 PM,5/25/2018 3:00:00 PM,18,19,6,6,53,758.52,1,3707,77,6,346.34,882,2,29,85358,836,801.28
10.16,116.75,29.31,21484,211554,5/18/2018 5:00:00 PM,5/18/2018 5:00:00 PM,20,17,6,6,60,749.74,1,3526,77,6,350.2,655,2,29,117949,839,776.62
15.91,898.17,29.44,19174,120541,5/23/2018 7:00:00 PM,5/23/2018 7:00:00 PM,21,18,6,6,78,150.56,1,3484,84,6,345.91,590,2,29,75575,835,705.6
38.2,619.77,27.93,17314,45319,5/3/2018 1:00:00 PM,5/3/2018 1:00:00 PM,23,17,6,6,40,432.91,1,3363,75,6,333.51,565,2,29,35868,874,698.06
15.05,961.51,29.14,20157,133921,5/11/2018 5:00:00 PM,5/11/2018 5:00:00 PM,23,18,6,6,49,911.22,1,3428,82,5,346.42,522,2,29,82033,855,680.67
15.07,152.91,28.86,18958,125821,5/17/2018 1:00:00 PM,5/17/2018 1:00:00 PM,24,17,6,6,41,224.11,1,3416,74,6,339.68,400,2,29,84677,847,687.43
16.1,921.3,29.17,20123,125023,5/2/2018 7:00:00 PM,5/2/2018 7:00:00 PM,24,27,6,6,45,733.55,1,3495,83,10,346.08,368,3,29,82814,827,944.99
16.39,325.22,27.98,20896,127511,5/25/2018 4:00:00 PM,5/25/2018 4:00:00 PM,25,20,6,6,46,310.65,1,3699,84,7,358.4,23,3,29,85303,877,794.73
15.02,381.94,28.88,19726,131317,5/3/2018 7:00:00 PM,5/3/2018 7:00:00 PM,27,21,6,6,62,588.06,1,3499,90,6,343.41,676,2,29,84854,846,703.91
51.61,37.13,26.56,17768,34431,5/1/2018 5:00:00 PM,5/1/2018 5:00:00 PM,28,20,6,6,39,330.63,1,3452,88,6,323.75,508,2,29,32616,888,697.38
16.2,783.87,29.48,20834,128599,5/4/2018 4:00:00 PM,5/4/2018 4:00:00 PM,29,21,6,6,54,291.96,1,3660,88,6,349.24,844,2,29,79838,835,769.33
14.61,549.74,28.88,20499,140307,5/17/2018 6:00:00 PM,5/17/2018 6:00:00 PM,29,19,6,6,67,701.66,1,3575,92,6,342.19,69,3,29,89227,854,772.26
7.64,131.95,28.08,22752,297766,5/9/2018 7:00:00 PM,5/9/2018 7:00:00 PM,30,22,6,6,46,576.59,1,3369,88,6,365.27,687,2,29,181405,873,744.56
18.16,77.22,29.6,19719,108559,5/10/2018 6:00:00 PM,5/10/2018 6:00:00 PM,34,20,6,6,41,753.59,1,3428,92,6,334.11,632,2,29,69373,831,786.91
14.19,752.85,28.94,20084,141501,5/8/2018 7:00:00 PM,5/8/2018 7:00:00 PM,37,30,6,6,63,983.24,1,3534,100,5,340.89,563,2,29,96099,830,692.4
44.3,823.37,23.34,13692,30909,5/7/2018 1:00:00 AM,5/7/2018 1:00:00 AM,568,17,9,9,26,590.36,1,1986,740,3,163.19,462,1,26,29622,875,341.26
18.47,839.65,29.92,19594,106104,5/11/2018 7:00:00 PM,5/11/2018 7:00:00 PM,16,21,9,9,44,108.1,1,3221,71,5,302.55,821,2,27,67765,836,658.41
18.63,841.72,29.53,19827,106441,5/16/2018 9:00:00 PM,5/16/2018 9:00:00 PM,17,21,9,9,48,908.07,1,3529,74,4,298.11,403,2,27,66947,839,609.13
17.42,694,28.46,19074,109465,5/10/2018 8:00:00 PM,5/10/2018 8:00:00 PM,19,19,9,9,56,582.8,1,3321,79,5,315.31,423,2,27,75613,872,637.9
43.39,830.39,29.37,19058,43923,5/11/2018 2:00:00 PM,5/11/2018 2:00:00 PM,21,31,9,9,48,473.77,1,3452,76,5,312.53,630,2,27,38918,853,700.74
52.01,976.52,27.71,18635,35832,5/8/2018 1:00:00 PM,5/8/2018 1:00:00 PM,22,25,9,9,34,375.17,1,3649,72,14,293.88,979,3,27,34072,856,761.13
17.38,204.51,29.53,19788,113865,5/4/2018 7:00:00 PM,5/4/2018 7:00:00 PM,22,20,9,9,61,454.68,1,3306,79,5,296.87,524,2,27,74210,835,639.25
15.82,2.68,27.33,19797,125139,5/15/2018 9:00:00 PM,5/15/2018 9:00:00 PM,22,21,9,9,62,459.3,1,3283,84,5,313.16,526,2,27,81042,887,670.3
48.95,44.8,28.42,19742,40333,5/22/2018 8:00:00 AM,5/22/2018 8:00:00 AM,23,26,9,9,53,749.54,1,3242,78,5,285.14,552,2,27,36758,841,708.79
49.86,869.58,28.23,18761,37626,5/15/2018 10:00:00 AM,5/15/2018 10:00:00 AM,23,23,9,9,230,468.81,1,3253,111,5,294.3,575,2,27,35919,849,688.67
51.9,507.29,28.03,19435,37449,5/10/2018 2:00:00 PM,5/10/2018 2:00:00 PM,24,22,9,9,39,991.63,1,3637,78,5,305.97,682,2,27,35528,892,722.14
50.26,482.67,26.1,18123,36062,5/8/2018 10:00:00 AM,5/8/2018 10:00:00 AM,29,21,9,9,41,325.48,1,3418,82,15,303,232,4,27,34318,910,766.16
7.99,305.06,28.66,22256,278503,5/9/2018 9:00:00 PM,5/9/2018 9:00:00 PM,29,20,9,9,53,442.33,1,3229,84,5,326.56,408,2,27,157590,857,631.36
16.87,390.24,28.29,19931,118156,5/25/2018 6:00:00 PM,5/25/2018 6:00:00 PM,29,18,9,9,56,133.17,1,3432,84,6,335.4,664,2,27,79454,882,652.25
52.34,787.07,26.84,18575,35487,5/8/2018 8:00:00 AM,5/8/2018 8:00:00 AM,31,20,9,9,71,866.2,1,3319,83,16,303.6,384,4,27,33635,882,775.88
45.62,761.9,26.44,19119,41904,5/15/2018 1:00:00 PM,5/15/2018 1:00:00 PM,32,19,9,9,38,464.2,1,3360,84,5,308.58,537,2,27,39741,916,714.1
50.69,70.76,28.67,18701,36896,5/9/2018 1:00:00 PM,5/9/2018 1:00:00 PM,33,20,9,9,38,888.65,1,3504,84,5,312.56,606,2,27,35141,853,746.45
50.43,559.43,26.95,16972,33655,5/23/2018 10:00:00 AM,5/23/2018 10:00:00 AM,34,19,9,9,64,925.47,1,3176,85,5,299,521,2,27,31932,930,691.96
49.42,965.49,26.65,17669,35750,5/16/2018 9:00:00 AM,5/16/2018 9:00:00 AM,36,22,9,9,35,538.03,1,3048,86,5,271.79,396,2,27,33984,926,643.89
46.84,985.08,27.3,17177,36672,5/17/2018 10:00:00 AM,5/17/2018 10:00:00 AM,40,21,9,9,38,112.4,1,3239,90,5,314.25,248,2,27,34890,895,611.19
50.68,595.23,28.69,18697,36891,5/9/2018 9:00:00 AM,5/9/2018 9:00:00 AM,46,22,9,9,33,147.16,1,3096,97,5,279.9,531,2,27,35126,848,671.5
49.21,683.51,25.76,18887,38376,5/14/2018 1:00:00 PM,5/14/2018 1:00:00 PM,58,20,9,9,33,94.01,1,3344,109,7,311.86,529,2,27,36579,893,706.56
47.91,939.26,26.38,16311,34047,5/14/2018 11:00:00 AM,5/14/2018 11:00:00 AM,58,19,9,9,34,783.36,1,2917,106,4,272.4,278,2,27,32445,863,583.15
49.36,551.72,27.49,19052,38594,5/22/2018 9:00:00 AM,5/22/2018 9:00:00 AM,61,25,9,9,52,182.64,1,3173,124,5,285.64,404,2,27,35197,872,654.18
51.15,587.63,28.13,18819,36791,5/22/2018 1:00:00 PM,5/22/2018 1:00:00 PM,68,20,9,9,51,1.38,1,3426,119,5,298.98,502,2,27,34984,858,673.36
43.87,271.56,27.46,21507,49028,5/15/2018 9:00:00 AM,5/15/2018 9:00:00 AM,73,29,9,9,31,271.17,1,3068,138,5,289.15,721,2,27,40914,873,660.8
17.84,87.94,30.79,20252,113504,5/24/2018 9:00:00 PM,5/24/2018 9:00:00 PM,97,22,9,9,53,271.46,1,3472,153,5,305.51,529,2,27,72960,831,624.35
50.53,427.28,28.2,19181,37964,5/24/2018 9:00:00 AM,5/24/2018 9:00:00 AM,202,27,9,9,46,498.3,1,3303,374,5,287.31,621,2,27,36103,909,663.81
45.45,233.61,23.78,14925,32837,5/14/2018 2:00:00 AM,5/14/2018 2:00:00 AM,470,19,9,9,23,427.95,1,2081,519,3,185.45,699,1,27,31607,878,382.87
45.31,177.75,23.93,17096,37733,5/28/2018 2:00:00 AM,5/28/2018 2:00:00 AM,753,42,9,9,20,646.01,1,3396,1595,4,196.15,971,1,27,36411,878,539.93
17,459.32,29.17,20251,119101,5/3/2018 9:00:00 PM,5/3/2018 9:00:00 PM,15,22,9,9,65,662.25,1,3346,76,5,306.64,656,2,28,79269,836,659.32
18.54,259.38,29.25,20809,112239,5/3/2018 8:00:00 PM,5/3/2018 8:00:00 PM,16,22,9,9,48,429.75,1,3461,71,5,306.57,811,2,28,77911,834,713.82
16.38,270.03,28.8,19680,120127,5/2/2018 9:00:00 PM,5/2/2018 9:00:00 PM,16,20,9,9,55,993.39,1,3358,73,4,300.4,332,2,28,73063,838,578.24
17.82,472.03,29.66,19916,111774,5/16/2018 8:00:00 PM,5/16/2018 8:00:00 PM,21,19,9,9,51,990.9,1,3482,77,4,300.41,428,2,28,69262,836,620.75
18.97,303.58,29.35,16950,89353,5/4/2018 10:00:00 PM,5/4/2018 10:00:00 PM,23,19,9,9,93,72.47,1,3011,83,5,304.8,209,2,28,61997,834,515
50.74,227.8,26.69,18842,37131,5/2/2018 1:00:00 PM,5/2/2018 1:00:00 PM,24,21,9,9,130,874.93,1,3489,102,5,339.5,707,2,28,35314,899,697.38
17.96,262.16,27.52,19765,110078,5/1/2018 7:00:00 PM,5/1/2018 7:00:00 PM,25,22,9,9,58,79.41,1,3315,85,6,333.46,597,2,28,76812,856,682.39
18.18,40.82,29.66,19040,104725,5/10/2018 9:00:00 PM,5/10/2018 9:00:00 PM,26,22,9,9,47,323.76,1,3277,81,5,302.17,372,2,28,66817,836,623.48
11.72,145.8,28.73,21543,183829,5/8/2018 9:00:00 PM,5/8/2018 9:00:00 PM,26,22,9,9,87,918.16,1,3315,94,5,306.07,601,2,28,114913,833,688.55
10.05,846.72,27.52,22216,221052,5/22/2018 7:00:00 PM,5/22/2018 7:00:00 PM,59,378,6,6,57,143.37,1,3474,211,6,335.68,826,2,29,135829,872,707.14
48.92,862.75,24.77,13840,28293,5/21/2018 4:00:00 AM,5/21/2018 4:00:00 AM,220,14,6,6,162,493.66,1,2321,295,4,221.61,697,1,29,26786,854,452.74
46.67,318.59,24.62,13054,27971,5/21/2018 3:00:00 AM,5/21/2018 3:00:00 AM,271,18,6,6,44,848.31,1,2151,370,3,196.25,433,1,29,26558,850,405.28
48.64,1.19,93.49,9067,18641,5/27/2018 4:00:00 AM,5/27/2018 4:00:00 AM,30,7.88,1,1,20,5,1,1230,47,877.58,4,10.94,1.1,9,17848,8,987.39
49.9,1.3,222.79,8797,17629,5/27/2018 6:00:00 AM,5/27/2018 6:00:00 AM,37,7.85,1,1,21,5,1,1242,54,745.79,4,12.45,1.1,9,16898,8,820.91
3.28,1.24,170.05,8901,271305,5/27/2018 5:00:00 AM,5/27/2018 5:00:00 AM,71,8.02,1,1,26,5,1,1244,89,804.37,4,12.35,1.11,9,270520,8,887.24
49.75,1.23,412.92,9064,18221,5/27/2018 1:00:00 AM,5/27/2018 1:00:00 AM,16,8.05,1,1,21,6,1,1196,33,954.28,4,11.96,1.13,9,17512,8,153.17
46.44,1.33,388.09,9942,21408,5/26/2018 11:00:00 AM,5/26/2018 11:00:00 AM,1,8.12,1,1,25,5,1,1273,18,698.89,4,13.01,1.09,9,20660,9,740.28
50.21,1.2,68.04,9409,18740,5/27/2018 12:00:00 AM,5/27/2018 12:00:00 AM,35,9.02,1,1,20,6,1,1217,51,452.06,5,11.72,1.15,9,18036,9,649.88
49.34,1.41,295.16,9104,18450,5/26/2018 11:00:00 PM,5/26/2018 11:00:00 PM,36,8.69,1,1,25,6,1,1235,55,120.92,5,14.03,1.15,9,17732,9,327.52
49.62,1.22,14.18,9504,19156,5/26/2018 9:00:00 PM,5/26/2018 9:00:00 PM,108,9.22,1,1,18,6,1,1313,123,218.77,5,11.11,1.15,9,18409,9,500.87
48.12,1.36,818.24,10354,21516,5/26/2018 8:00:00 PM,5/26/2018 8:00:00 PM,275,9.12,1,1,21,6,1,1321,297,111.04,5,13.06,1.15,9,20780,9,410.02
47.13,2.16,615.68,9975,21163,5/5/2018 9:00:00 PM,5/5/2018 9:00:00 PM,57,10.36,1,1,33,7,1,1337,76,160.19,6,21.77,0.95,9,20423,12,726.3
49.05,1.37,325.44,9875,20135,5/20/2018 6:00:00 AM,5/20/2018 6:00:00 AM,39,7.86,1,1,33,5,1,1388,61,361.8,4,12.27,1.12,10,19321,8,409.83
48.92,1.33,746.98,8744,17874,5/12/2018 11:00:00 PM,5/12/2018 11:00:00 PM,20,8.68,1,1,32,6,1,1280,39,110.48,5,11.56,1.14,10,17150,8,206.54
49.28,1.4,966.44,9397,19069,5/20/2018 2:00:00 AM,5/20/2018 2:00:00 AM,38,8.33,1,1,26,5,1,1344,57,827.67,4,13.62,1.15,10,18278,8,990.05
52.01,1.46,984.78,9658,18568,5/13/2018 2:00:00 AM,5/13/2018 2:00:00 AM,137,8.44,1,1,51,5,1,1388,194,703.45,4,15.08,1.15,10,17779,8,796.68
49.38,1.28,852.64,9534,19307,5/26/2018 10:00:00 PM,5/26/2018 10:00:00 PM,52,9.35,1,1,30,6,1,1340,71,82.35,5,12.31,1.16,10,18537,8,300.15
47.58,1.39,705.72,11548,24271,5/26/2018 4:00:00 PM,5/26/2018 4:00:00 PM,219,9.57,1,1,22,5,1,1453,252,476.43,4,13.27,1.06,10,23392,9,637.37
47.33,1.43,654.33,10133,21409,5/26/2018 12:00:00 PM,5/26/2018 12:00:00 PM,3,8.5,1,1,22,5,1,1297,21,756.41,4,13.75,1.1,10,20621,9,867.97
47.3,1.45,735.69,10181,21525,5/26/2018 1:00:00 PM,5/26/2018 1:00:00 PM,3,8.65,1,1,46,5,1,1377,24,594.8,4,13.96,1.11,10,20704,9,664.63
49.36,1.52,87.22,9139,18514,5/27/2018 2:00:00 AM,5/27/2018 2:00:00 AM,3,8.46,1,1,27,6,1,1233,22,4.05,5,15.36,1.12,10,17788,9,189.22
48.01,1.43,829.74,10175,21192,5/27/2018 12:00:00 PM,5/27/2018 12:00:00 PM,387,8.12,1,1,25,5,1,1323,484,742.8,4,14.54,1.15,10,20436,9,798.68
47.81,1.45,830.63,10237,21410,5/27/2018 11:00:00 AM,5/27/2018 11:00:00 AM,337,7.76,1,1,25,5,1,1297,385,735.02,4,14.5,1.16,10,20653,9,812.35
49.95,1.3,320.8,9935,19888,5/20/2018 1:00:00 AM,5/20/2018 1:00:00 AM,31,8.53,1,1,59,6,1,1327,51,104.19,5,12.5,1.17,10,19126,9,447.09
50.67,1.29,26.64,9714,19170,5/20/2018 12:00:00 AM,5/20/2018 12:00:00 AM,15,8.53,1,1,27,6,1,1302,35,296.84,5,11.79,1.18,10,18429,9,506.28
47.77,1.53,924.35,10386,21741,5/27/2018 10:00:00 AM,5/27/2018 10:00:00 AM,200,7.7,1,1,73,5,1,1442,249,573.03,4,15.75,1.18,10,20943,9,605.54
46.56,1.66,243.49,10324,22171,5/26/2018 10:00:00 AM,5/26/2018 10:00:00 AM,2,7.96,1,1,26,5,1,1390,21,561.65,4,17.25,1.12,10,21374,10,592.7
47.41,1.73,568.31,11628,24524,5/26/2018 6:00:00 PM,5/26/2018 6:00:00 PM,247,9.22,1,1,34,6,1,1416,285,707.68,4,15.26,1.13,10,23670,10,39.53
50.55,1.23,110.84,9843,19473,5/13/2018 6:00:00 AM,5/13/2018 6:00:00 AM,134,8.32,1,1,27,5,1,1394,156,419.66,4,11.8,1.06,11,18672,8,493.9
48.93,1.21,453.94,8891,18171,5/12/2018 10:00:00 PM,5/12/2018 10:00:00 PM,61,8.71,1,1,30,6,1,1311,79,957.76,4,10.85,1.09,11,17438,8,71
51.12,1.51,508.02,9597,18771,5/27/2018 7:00:00 AM,5/27/2018 7:00:00 AM,45,7.71,1,1,25,5,1,1313,64,499.8,4,14.55,1.11,11,17963,8,607.29
49.41,1.51,522.57,10092,20425,5/20/2018 5:00:00 AM,5/20/2018 5:00:00 AM,67,8.34,1,1,26,5,1,1422,92,469.78,4,13.21,1.11,11,19576,8,598.38
49.96,1.39,417.54,9766,19548,5/13/2018 4:00:00 AM,5/13/2018 4:00:00 AM,87,8.12,1,1,37,5,1,1380,111,563.96,4,12.89,1.12,11,18679,8,742.05
51.03,1.41,138.48,10072,19736,5/20/2018 4:00:00 AM,5/20/2018 4:00:00 AM,30,7.91,1,1,31,5,1,1353,52,450.88,4,12.32,1.13,11,18737,8,662.81
49.26,1.39,783.49,9229,18733,5/13/2018 1:00:00 AM,5/13/2018 1:00:00 AM,32,8.42,1,1,41,5,1,1367,57,784.52,4,12.82,1.16,11,17956,8,826.64
46.79,1.53,534,11203,23945,5/26/2018 3:00:00 PM,5/26/2018 3:00:00 PM,4,9.01,1,1,22,5,1,1441,27,373.63,4,13.7,1.09,11,23078,9,487.41
