% Cpu,Block Changes,Cursor/session,DB Cpu,DB Time,Date (DB Statistics),Date,Hard Parse (DB Statistics),Hard Parse,Instance Number (DB Statistics),Servers,JAVA Execs,Logical Reads,Number of Records,PLSQL Execs,Parse Time,PhysRead/Txn,PhysWrite/Txn,Redo 1,Redo,Repeat,SQL Execs,Sessions,User Calls
,,19.8,,,4/7/2018 3:00:00 AM,4/7/2018 3:00:00 AM,,,4,4,0,,1,0,,,,,,0,,784,
,,20.68,,,3/24/2018 5:00:00 AM,3/24/2018 5:00:00 AM,,,4,4,0,,1,0,,,,,,0,,801,
,,19.47,,,3/25/2018 5:00:00 AM,3/25/2018 5:00:00 AM,,,4,4,0,,1,0,,,,,,0,,810,
44.73,173.57,30.86,7491,16746,2/4/2018 3:00:00 AM,2/4/2018 3:00:00 AM,46,430.25,4,4,29,195.29,1,1261,62,648.5,1,790.19,927,9,16070,806,11
56.75,166.03,30.45,7604,13400,3/18/2018 12:00:00 AM,3/18/2018 12:00:00 AM,16,780.37,4,4,21,162.9,1,1299,32,635.9,1,317.7,669,9,12497,817,31
49.21,180.23,30.85,7862,15978,2/4/2018 9:00:00 AM,2/4/2018 9:00:00 AM,184,545.79,4,4,35,211.79,1,1298,222,67.19,2,237.38,940,10,15231,804,9
53.5,187.97,30.88,7264,13578,3/18/2018 1:00:00 AM,3/18/2018 1:00:00 AM,26,795.75,4,4,25,195.8,1,1345,45,103.53,2,830.83,723,10,12714,805,30
45.27,600.01,29.82,8860,19573,2/17/2018 11:00:00 PM,2/17/2018 11:00:00 PM,39,13,4,4,32,461.01,1,1389,55,1,164.36,101,1,10,18867,807,149.46
48.73,178.92,30.79,7153,14678,2/4/2018 2:00:00 AM,2/4/2018 2:00:00 AM,37,586.31,4,4,30,205.97,1,1226,59,867.72,1,877.73,852,10,13996,807,9
47.88,169.48,30.73,7572,15816,2/4/2018 12:00:00 AM,2/4/2018 12:00:00 AM,64,736.72,4,4,25,185.39,1,1255,80,639.47,1,720.36,873,10,15121,807,10
46.67,349.43,29.85,8727,18701,2/18/2018 1:00:00 AM,2/18/2018 1:00:00 AM,70,12,4,4,41,733.76,1,1459,89,1,172.98,50,1,10,17997,808,194.52
44.51,626.24,30.89,7874,17691,3/11/2018 12:00:00 AM,3/11/2018 12:00:00 AM,34,11,4,4,67,774,1,1375,52,1,184.03,82,1,10,17001,810,181.39
46.48,442.64,30.89,7951,17106,3/11/2018 3:00:00 AM,3/11/2018 3:00:00 AM,18,11,4,4,73,88.47,1,1424,39,2,177.53,63,1,10,16337,811,219.35
45.5,291,30.86,8425,18515,3/10/2018 10:00:00 PM,3/10/2018 10:00:00 PM,52,12,4,4,67,713.28,1,1425,70,1,165.67,28,1,10,17784,811,169.24
53.23,170,30.62,7115,13366,3/17/2018 11:00:00 PM,3/17/2018 11:00:00 PM,48,888.26,4,4,19,192.26,1,1318,64,102.67,2,868.08,729,10,12532,812,29
45.78,475.01,30.76,7823,17088,3/11/2018 1:00:00 AM,3/11/2018 1:00:00 AM,22,11,4,4,78,975.55,1,1394,45,1,180.53,27,1,10,16369,814,199.32
48.55,169.19,28.97,7039,14498,1/27/2018 9:00:00 PM,1/27/2018 9:00:00 PM,259,45.78,4,4,29,167.22,1,1236,298,566.33,1,297.17,828,10,13818,814,10
44.62,191.64,28.54,6947,15569,1/27/2018 12:00:00 PM,1/27/2018 12:00:00 PM,3,979.9,4,4,40,185.44,1,1279,22,951.76,1,757.11,857,10,14865,815,8
46.5,174.88,29.05,7369,15847,1/28/2018 2:00:00 AM,1/28/2018 2:00:00 AM,208,622.41,4,4,27,183.98,1,1280,243,782.13,1,161.48,882,10,15156,815,10
50.12,196.16,30.66,8159,16280,3/18/2018 8:00:00 AM,3/18/2018 8:00:00 AM,199,262.78,4,4,92,223.69,1,1381,244,171.52,2,727.86,969,10,15484,815,9
43.86,691.92,30.7,8477,19326,3/10/2018 11:00:00 PM,3/10/2018 11:00:00 PM,33,13,4,4,58,415.97,1,1366,51,1,166.84,41,1,10,18629,816,144.18
51.02,173.92,29.23,7608,14913,1/14/2018 12:00:00 AM,1/14/2018 12:00:00 AM,0,776.48,4,4,24,177.43,1,1288,17,877.22,1,240.76,839,10,14217,816,12
46.62,181.81,29.11,7059,15142,1/28/2018 6:00:00 AM,1/28/2018 6:00:00 AM,23,771.19,4,4,36,195.07,1,1295,40,918.53,1,580.07,864,10,14476,816,10
41.85,649.75,30.23,10421,24902,5/27/2018 12:00:00 AM,5/27/2018 12:00:00 AM,48,13,4,4,24,426.35,1,1509,66,1,161.45,63,1,10,24106,817,152.94
49.68,177.71,30.63,7093,14276,2/25/2018 1:00:00 AM,2/25/2018 1:00:00 AM,6,528.27,4,4,37,182.54,1,1402,24,709.45,1,728.65,755,10,13550,817,25
52.83,171.5,30.58,7403,14012,2/24/2018 8:00:00 PM,2/24/2018 8:00:00 PM,44,463.98,4,4,36,245.13,1,1475,62,202.44,2,454.36,827,10,13253,817,22
45.27,163.13,30.33,8571,18932,4/1/2018 2:00:00 AM,4/1/2018 2:00:00 AM,1,108.43,4,4,26,206.64,1,1294,19,985.65,1,748.21,870,10,18224,817,9
45.4,734.72,30.62,8494,18708,3/10/2018 9:00:00 PM,3/10/2018 9:00:00 PM,29,11,4,4,96,567.39,1,1409,52,1,179.46,29,1,10,17943,818,178.82
48.07,164.73,30.49,9102,18934,4/28/2018 10:00:00 PM,4/28/2018 10:00:00 PM,18,433.32,4,4,363,193.24,1,1634,167,734.39,1,308.11,742,10,18200,818,23
49.49,163.24,30.51,8836,17854,4/28/2018 11:00:00 PM,4/28/2018 11:00:00 PM,36,196.74,4,4,375,185.91,1,1632,188,14.57,2,485.61,766,10,17042,818,19
43.03,931.55,30.15,10643,24736,5/26/2018 10:00:00 PM,5/26/2018 10:00:00 PM,43,13,4,4,36,822.36,1,1646,64,1,171.59,120,1,10,23853,819,182.43
54.52,177.23,30.34,7149,13113,3/17/2018 10:00:00 PM,3/17/2018 10:00:00 PM,27,656.56,4,4,21,153.06,1,1337,45,638.36,1,499.02,606,10,12275,819,32
44.53,142.85,29.65,10209,22924,5/5/2018 9:00:00 PM,5/5/2018 9:00:00 PM,23,44,4,4,32,591.07,1,1368,41,3,110.25,256,1,10,22162,820,395.04
45.04,166.62,30.73,8616,19130,5/12/2018 8:00:00 PM,5/12/2018 8:00:00 PM,179,593.13,4,4,25,203.57,1,1405,224,749.05,1,502.94,821,10,18335,820,21
49.89,170.19,30.44,7481,14994,2/4/2018 11:00:00 AM,2/4/2018 11:00:00 AM,528,758.5,4,4,25,204.4,1,1319,795,2.49,2,612.96,907,10,14302,820,8
41.48,56,30.1,10216,24628,5/27/2018 3:00:00 AM,5/27/2018 3:00:00 AM,11,12,4,4,52,774.2,1,1603,47,1,173.26,53,1,10,23779,821,195.01
43.23,981.72,30.09,10787,24953,5/26/2018 11:00:00 PM,5/26/2018 11:00:00 PM,57,13,4,4,30,947.52,1,1577,77,1,170.34,147,1,10,24088,821,210.81
48.17,162.6,30.28,8518,17685,4/22/2018 12:00:00 AM,4/22/2018 12:00:00 AM,14,92.95,4,4,35,164.18,1,1400,37,499.73,1,711.12,721,10,16874,821,18
45.12,162.85,30.69,7839,17376,5/13/2018 12:00:00 AM,5/13/2018 12:00:00 AM,16,888.58,4,4,48,195.85,1,1352,41,728.28,1,148.98,850,10,16619,821,18
45.44,181.99,28.96,7402,16292,1/28/2018 7:00:00 AM,1/28/2018 7:00:00 AM,31,702.84,4,4,33,185.17,1,1288,50,805.72,1,481.82,939,10,15595,821,11
48.34,177.02,30.17,7786,16107,2/3/2018 9:00:00 PM,2/3/2018 9:00:00 PM,44,816.57,4,4,30,219.42,1,1328,61,944.13,1,90.45,943,10,15383,821,10
48.39,170.38,28.64,6590,13618,1/21/2018 12:00:00 AM,1/21/2018 12:00:00 AM,0,256.1,4,4,23,155.34,1,1230,16,445.82,1,656.06,760,10,12970,822,8
44.64,161.15,30.65,7984,17885,5/12/2018 11:00:00 PM,5/12/2018 11:00:00 PM,64,29.87,4,4,35,192.66,1,1355,84,720.93,1,169.9,792,10,17115,822,21
48.32,177.4,29.04,7175,14849,1/28/2018 11:00:00 AM,1/28/2018 11:00:00 AM,194,753.46,4,4,44,193.08,1,1324,243,1.24,2,165.45,873,10,14171,822,9
46.44,180.15,28.93,6959,14985,1/28/2018 9:00:00 AM,1/28/2018 9:00:00 AM,13,98.95,4,4,37,203.65,1,1236,30,934.69,1,524.63,891,10,14298,822,11
44.62,162.17,30.58,8239,18466,5/12/2018 9:00:00 PM,5/12/2018 9:00:00 PM,110,776.92,4,4,22,170.02,1,1397,127,568.23,1,908.79,757,10,17699,824,19
49.6,175.69,30.18,7416,14951,2/4/2018 1:00:00 AM,2/4/2018 1:00:00 AM,63,636.77,4,4,29,215.23,1,1276,85,823.95,1,612.85,842,10,14249,824,9
47.4,175.84,28.58,6880,14516,1/20/2018 11:00:00 PM,1/20/2018 11:00:00 PM,1,55.72,4,4,26,163.13,1,1217,16,644.01,1,677.81,845,10,13884,824,9
49.3,168.76,28.57,7073,14345,1/20/2018 10:00:00 PM,1/20/2018 10:00:00 PM,1,451.72,4,4,78,169.64,1,1308,26,519.53,1,742.53,852,10,13679,824,9
49.85,163.4,28.96,8194,16439,1/13/2018 11:00:00 PM,1/13/2018 11:00:00 PM,0,887.87,4,4,29,179.63,1,1290,18,717.49,1,173.99,886,10,15764,824,12
45.51,176.52,28.59,7074,15544,1/21/2018 2:00:00 AM,1/21/2018 2:00:00 AM,1,418.78,4,4,24,195.1,1,1264,16,959,1,880.98,889,10,14899,824,9
50.01,183.5,29.41,8517,17032,2/18/2018 8:00:00 AM,2/18/2018 8:00:00 AM,213,355.72,4,4,50,202.6,1,1429,261,907.5,1,928.73,979,10,16189,826,10
48.14,162.95,30.03,8811,18301,4/21/2018 9:00:00 PM,4/21/2018 9:00:00 PM,15,2.89,4,4,43,190.7,1,1446,40,629.85,1,116.88,807,10,17458,828,18
50,175.73,29.41,7793,15586,2/18/2018 12:00:00 PM,2/18/2018 12:00:00 PM,422,997.2,4,4,39,174.14,1,1329,464,590.34,1,754.84,859,10,14857,830,8
50.02,175.8,30.12,8235,16464,2/4/2018 2:00:00 PM,2/4/2018 2:00:00 PM,480,238.93,4,4,24,187.42,1,1268,733,761.79,1,841.95,893,10,15729,830,9
48.37,852.42,29.84,8501,17575,2/3/2018 7:00:00 PM,2/3/2018 7:00:00 PM,55,13,4,4,38,83.74,1,1422,74,2,179.69,101,1,10,16799,831,232.32
45.76,170.7,29.79,7969,17414,2/3/2018 11:00:00 PM,2/3/2018 11:00:00 PM,35,912,4,4,29,162.87,1,1279,51,663.64,1,224.64,950,10,16752,834,11
43.21,922.49,29.61,10592,24513,5/26/2018 9:00:00 PM,5/26/2018 9:00:00 PM,69,13,4,4,24,511.15,1,1630,87,1,165.78,42,1,10,23639,835,165.95
49.27,177.2,29.64,7642,15511,2/4/2018 7:00:00 AM,2/4/2018 7:00:00 AM,27,846.45,4,4,32,200.73,1,1629,45,778.98,1,49.68,866,10,14786,842,9
46.19,169.02,29.09,9861,21350,5/26/2018 12:00:00 PM,5/26/2018 12:00:00 PM,8,713.93,4,4,30,195.56,1,1608,29,836.4,1,342.6,924,10,20463,843,15
48.78,767.69,29.63,8785,18010,3/10/2018 2:00:00 PM,3/10/2018 2:00:00 PM,381,11,4,4,63,507.89,1,1608,443,2,180.08,74,1,10,17194,845,250.08
49.58,172.55,29.81,8524,17190,3/11/2018 2:00:00 PM,3/11/2018 2:00:00 PM,390,689.37,4,4,76,190.82,1,1487,454,878.63,1,479.46,950,10,16412,846,10
47.55,182.53,28.06,7250,15246,1/7/2018 12:00:00 AM,1/7/2018 12:00:00 AM,1,757.5,4,4,24,164.84,1,1322,17,555.28,1,853.57,822,10,14590,847,9
49.13,174.39,29.5,7731,15735,2/4/2018 10:00:00 AM,2/4/2018 10:00:00 AM,361,874.03,4,4,28,195.78,1,1237,639,942.62,1,518.86,897,10,15021,848,8
51.48,173.59,29.43,7875,15296,2/4/2018 5:00:00 AM,2/4/2018 5:00:00 AM,24,605.94,4,4,30,181.1,1,1278,46,615.3,1,708.68,769,10,14449,849,9
47.48,178.44,28.57,7911,16661,2/18/2018 7:00:00 AM,2/18/2018 7:00:00 AM,31,464.14,4,4,51,210.46,1,1425,53,952.61,1,772.06,991,10,15908,851,10
48.92,173.16,29.29,7942,16236,2/4/2018 12:00:00 PM,2/4/2018 12:00:00 PM,545,356.72,4,4,25,202.81,1,1194,708,913.87,1,538.48,899,10,15542,855,9
47.49,181.96,27.74,7567,15933,1/7/2018 2:00:00 AM,1/7/2018 2:00:00 AM,0,14.53,4,4,28,217.18,1,1350,17,961.34,1,606.23,925,10,15275,857,10
46.7,179.85,29,7599,16273,2/4/2018 4:00:00 AM,2/4/2018 4:00:00 AM,40,974.82,4,4,31,202.64,1,1277,61,865.81,1,438.94,934,10,15541,861,10
49.92,178.99,28.39,8307,16640,2/18/2018 1:00:00 PM,2/18/2018 1:00:00 PM,347,625.7,4,4,50,172.61,1,1397,372,606.62,1,616.01,891,10,15884,864,9
48.45,181.18,28.88,7190,14841,2/4/2018 6:00:00 AM,2/4/2018 6:00:00 AM,15,841.06,4,4,31,190.35,1,1317,32,717.71,1,254.02,846,10,14118,865,9
44.13,338.82,28.67,10564,23939,5/27/2018 5:00:00 AM,5/27/2018 5:00:00 AM,36,12,4,4,29,752.74,1,1588,56,1,174,25,1,10,23046,866,199.26
48.04,182.82,28.49,7043,14661,2/3/2018 12:00:00 PM,2/3/2018 12:00:00 PM,0,652.36,4,4,31,196.21,1,1265,18,888.72,1,335.1,900,10,13952,867,8
47.82,181.3,29.09,8303,17363,3/11/2018 12:00:00 PM,3/11/2018 12:00:00 PM,497,822.22,4,4,79,196.08,1,1436,570,871.33,1,428.37,995,10,16641,867,10
44.33,131.4,28.56,8690,19604,3/31/2018 10:00:00 AM,3/31/2018 10:00:00 AM,3,10,4,4,58,323.63,1,1456,29,2,175.89,7,1,10,18856,871,235.15
44.88,726.03,28.89,8266,18416,3/11/2018 3:00:00 AM,3/11/2018 3:00:00 AM,34,12,4,4,70,776.63,1,1367,53,1,174.65,64,1,10,17688,871,197.23
42.99,183.98,27.81,8639,20093,2/18/2018 3:00:00 AM,2/18/2018 3:00:00 AM,29,13,4,4,39,695.15,1,1395,49,1,178.61,109,1,10,19350,873,186.53
48.3,178.9,27.29,7483,15495,1/6/2018 11:00:00 AM,1/6/2018 11:00:00 AM,0,909.75,4,4,22,239.98,1,1393,16,307.24,2,187.81,990,10,14840,873,9
50.66,175.02,28.04,8077,15946,2/18/2018 11:00:00 AM,2/18/2018 11:00:00 AM,286,506.08,4,4,42,214.75,1,1493,310,39.71,2,582.15,919,10,15204,874,9
49.71,172.28,27.14,7320,14725,1/7/2018 6:00:00 AM,1/7/2018 6:00:00 AM,2,912.42,4,4,28,199.98,1,1345,18,38.37,2,391.04,907,10,14062,879,9
48.92,163.52,28.32,9801,20034,4/1/2018 1:00:00 AM,4/1/2018 1:00:00 AM,9,838.12,4,4,32,211.69,1,1326,30,964.97,1,526.69,888,10,19234,880,10
50.55,178.79,28.55,7436,14709,3/18/2018 7:00:00 AM,3/18/2018 7:00:00 AM,125,611.7,4,4,91,207.21,1,1342,154,25.18,2,620.88,888,10,13966,880,8
47.6,168.36,27.62,8122,17063,5/20/2018 2:00:00 AM,5/20/2018 2:00:00 AM,19,318.9,4,4,36,176.75,1,1398,41,752.93,1,825.6,687,10,16260,882,17
51.13,179.54,28.41,8005,15657,2/4/2018 8:00:00 AM,2/4/2018 8:00:00 AM,153,878.13,4,4,31,184.57,1,1307,189,777.61,1,920.32,853,10,14924,882,8
49.5,171.37,27.01,7167,14479,1/7/2018 12:00:00 PM,1/7/2018 12:00:00 PM,0,438.96,4,4,23,191.46,1,1275,16,724.28,1,686.08,884,10,13784,884,9
45.25,169.64,27.79,9209,20350,5/26/2018 11:00:00 AM,5/26/2018 11:00:00 AM,2,279.59,4,4,37,219.59,1,1554,23,217.1,2,116.65,970,10,19505,886,14
49.26,168.83,28.07,7482,15188,2/4/2018 1:00:00 PM,2/4/2018 1:00:00 PM,518,43.94,4,4,28,190.54,1,1249,638,768.59,1,74.88,902,10,14495,895,9
49.93,163.98,26.91,9168,18361,5/20/2018 1:00:00 AM,5/20/2018 1:00:00 AM,35,377.76,4,4,45,184.52,1,1382,58,620.55,1,554.22,696,10,17512,905,16
50.11,175.88,26.25,7402,14771,1/7/2018 4:00:00 AM,1/7/2018 4:00:00 AM,1,554.84,4,4,29,219.81,1,1313,25,915.83,1,181.68,893,10,14049,911,9
46.56,180.25,26.67,7986,17152,2/18/2018 5:00:00 AM,2/18/2018 5:00:00 AM,24,426.46,4,4,37,194.87,1,1435,45,898.72,1,839.82,999,10,16384,916,11
48.87,178.79,26.12,7351,15040,1/7/2018 11:00:00 AM,1/7/2018 11:00:00 AM,1,614.28,4,4,24,210.98,1,1352,17,915.29,1,80.71,929,10,14371,917,9
47.16,177.29,29.76,7018,14882,1/14/2018 3:00:00 AM,1/14/2018 3:00:00 AM,1,833.4,4,4,25,180.08,1,1243,17,730.36,1,49.07,800,11,14188,801,11
48.86,175.93,29.63,7254,14847,1/14/2018 12:00:00 PM,1/14/2018 12:00:00 PM,2,420.92,4,4,20,180.12,1,1230,19,642.69,1,733.15,828,11,14175,806,11
44.98,555.69,29.78,9153,20348,2/17/2018 10:00:00 PM,2/17/2018 10:00:00 PM,13,14,4,4,36,154.04,1,1481,31,2,170.99,258,1,11,19619,808,194.7
45.41,893.69,29.91,8555,18837,2/18/2018 2:00:00 AM,2/18/2018 2:00:00 AM,36,13,4,4,38,843.43,1,1471,60,1,182.73,61,1,11,18134,808,197.84
45.29,793.87,29.78,8854,19550,2/18/2018 12:00:00 AM,2/18/2018 12:00:00 AM,43,12,4,4,37,751.74,1,1444,60,1,173.7,69,1,11,18803,809,185.88
50.5,176.33,29.41,8662,17152,1/13/2018 9:00:00 PM,1/13/2018 9:00:00 PM,2,107.28,4,4,25,210.25,1,1353,20,998.19,1,784.57,947,11,16427,810,13
48.93,185.04,29.49,7634,15603,1/28/2018 1:00:00 PM,1/28/2018 1:00:00 PM,320,696.12,4,4,42,229.98,1,1315,357,142.26,2,690.09,984,11,14878,810,10
47.99,823.6,30.76,8492,17695,2/11/2018 2:00:00 AM,2/11/2018 2:00:00 AM,44,12,4,4,37,442.94,1,1378,66,2,181.09,189,1,11,16897,812,299.54
54.33,186.81,30.5,8060,14834,3/17/2018 5:00:00 PM,3/17/2018 5:00:00 PM,159,519.26,4,4,22,258.59,1,1561,180,682.17,2,534.76,920,11,13943,812,27
45.62,288.04,30.47,8473,18574,2/3/2018 8:00:00 PM,2/3/2018 8:00:00 PM,37,13,4,4,33,839.12,1,1370,56,1,177.34,78,1,11,17849,813,199.56
48.24,760.78,30.72,8531,17685,2/11/2018 1:00:00 AM,2/11/2018 1:00:00 AM,85,12,4,4,44,66.05,1,1391,105,2,182.04,0,1,11,16946,813,233.17
46.12,177.39,28.97,7420,16089,1/27/2018 10:00:00 PM,1/27/2018 10:00:00 PM,285,442.22,4,4,22,161.68,1,1269,342,679.42,1,375.89,870,11,15390,814,10
45.62,181.55,29.14,7341,16092,1/28/2018 4:00:00 AM,1/28/2018 4:00:00 AM,64,381.91,4,4,58,188.31,1,1333,95,978.96,1,733.79,871,11,15366,814,10
46.83,172.82,29.03,7419,15840,1/27/2018 11:00:00 PM,1/27/2018 11:00:00 PM,221,530.58,4,4,32,177.61,1,1248,252,757.92,1,359.37,872,11,15176,814,11
47.36,173.29,30.42,7588,16022,2/3/2018 10:00:00 PM,2/3/2018 10:00:00 PM,44,475.87,4,4,25,188.35,1,1314,59,762.6,1,869.66,888,11,15297,814,10
45.43,180.4,29.2,7595,16718,1/28/2018 5:00:00 AM,1/28/2018 5:00:00 AM,107,766.06,4,4,33,194.95,1,1310,127,879.39,1,323.77,938,11,15910,814,12
45.98,182.4,29.09,7538,16393,1/28/2018 12:00:00 AM,1/28/2018 12:00:00 AM,218,703.21,4,4,25,196.62,1,1311,260,837.77,1,728.5,952,11,15693,814,11
45.78,183.04,29.21,7385,16129,1/28/2018 8:00:00 AM,1/28/2018 8:00:00 AM,26,981.35,4,4,35,198.23,1,1273,44,816.96,1,558.35,961,11,15429,814,10
45.32,795.71,28.46,7418,16367,1/27/2018 7:00:00 AM,1/27/2018 7:00:00 AM,2,9,4,4,41,653.36,1,1429,24,2,189.81,25,1,11,15548,815,259.96
46.47,252.43,30.67,9329,20076,3/10/2018 7:00:00 PM,3/10/2018 7:00:00 PM,73,12,4,4,67,964.33,1,1595,97,1,186.21,113,1,11,19226,815,224.59
45.77,195.79,28.46,7217,15767,1/27/2018 9:00:00 AM,1/27/2018 9:00:00 AM,1,403.6,4,4,36,241.47,1,1343,21,426.15,2,656.78,930,11,15016,815,8
52.41,176.05,30.48,8029,15321,3/17/2018 9:00:00 PM,3/17/2018 9:00:00 PM,42,169.91,4,4,18,168.36,1,1352,61,650.67,1,371.35,740,11,14454,816,35
46.9,852.63,30.55,9077,19355,2/10/2018 11:00:00 PM,2/10/2018 11:00:00 PM,21,13,4,4,44,698.89,1,1375,40,1,170.3,71,1,11,18644,817,182.36
50.99,173.74,30.52,6886,13503,2/25/2018 2:00:00 AM,2/25/2018 2:00:00 AM,25,51.76,4,4,34,173.6,1,1368,43,717.23,1,844.4,710,11,12830,817,26
50.07,177.72,30.63,7330,14639,2/24/2018 11:00:00 PM,2/24/2018 11:00:00 PM,49,353.23,4,4,32,156.96,1,1366,67,587.7,1,980.83,712,11,13932,817,22
42.98,171.77,30.35,7920,18426,4/1/2018 12:00:00 AM,4/1/2018 12:00:00 AM,2,739.28,4,4,43,168.56,1,1340,22,677.79,1,370.31,828,11,17743,817,9
52.02,184.01,30.55,8003,15384,2/24/2018 7:00:00 PM,2/24/2018 7:00:00 PM,70,950.16,4,4,42,239.52,1,1507,92,170.09,2,331.9,858,11,14566,817,22
45.62,190.45,28.49,6872,15064,1/27/2018 1:00:00 PM,1/27/2018 1:00:00 PM,1,850.63,4,4,34,199.96,1,1265,20,44.59,2,533.83,891,11,14350,817,8
46.97,179.93,29.01,7652,16289,1/28/2018 1:00:00 AM,1/28/2018 1:00:00 AM,254,80.66,4,4,31,209.83,1,1311,280,179.9,2,758.69,948,11,15600,817,11
45.56,786.88,30.34,9918,21768,3/31/2018 8:00:00 PM,3/31/2018 8:00:00 PM,4,10,4,4,35,141.53,1,1586,26,3,160.97,204,1,11,20972,818,355.53
49.48,176.33,30.51,8770,17726,4/29/2018 12:00:00 AM,4/29/2018 12:00:00 AM,8,912.17,4,4,436,156.46,1,1701,170,634.03,1,949.17,691,11,16981,818,20
48.73,169.75,30.5,8818,18095,4/29/2018 1:00:00 AM,4/29/2018 1:00:00 AM,11,292.16,4,4,375,177.84,1,1650,164,770.54,1,200.64,717,11,17347,818,20
49.24,164.54,30.54,8883,18042,4/28/2018 9:00:00 PM,4/28/2018 9:00:00 PM,46,371.08,4,4,380,230.82,1,1642,198,406.34,2,955.13,837,11,17295,818,19
43.86,52.35,30.5,10498,23933,4/29/2018 5:00:00 AM,4/29/2018 5:00:00 AM,68,11,4,4,372,20.96,1,1639,226,2,173.39,56,1,11,23074,819,223.25
47.9,175.33,30.45,8868,18512,4/29/2018 3:00:00 AM,4/29/2018 3:00:00 AM,5,927.57,4,4,389,184.98,1,1675,163,884.27,1,377.37,726,11,17730,819,20
50.83,165.62,29.14,7740,15228,1/13/2018 10:00:00 PM,1/13/2018 10:00:00 PM,2,369.98,4,4,24,176.34,1,1266,19,731.01,1,477.56,821,11,14527,819,11
42.68,178.07,28.95,7269,17031,1/28/2018 3:00:00 AM,1/28/2018 3:00:00 AM,73,791.54,4,4,30,190.46,1,1262,90,979.76,1,960.13,905,11,16382,819,10
50.54,181.31,29.69,8469,16759,2/18/2018 10:00:00 AM,2/18/2018 10:00:00 AM,228,208.37,4,4,56,219.05,1,1444,266,1.89,2,290.85,912,11,15968,819,9
48.06,193.27,30.37,8085,16824,3/17/2018 1:00:00 PM,3/17/2018 1:00:00 PM,211,294.75,4,4,29,220.79,1,1441,235,158.71,2,753.82,968,11,16009,819,10
44.82,249.93,30.25,9233,20601,3/31/2018 9:00:00 PM,3/31/2018 9:00:00 PM,2,11,4,4,32,359.68,1,1370,24,2,163.26,98,1,11,19821,820,244.95
44.88,709.96,29.31,9327,20781,2/17/2018 9:00:00 PM,2/17/2018 9:00:00 PM,22,14,4,4,35,34.55,1,1505,40,2,181.66,259,1,11,20005,820,223.89
46.98,178.52,30.41,9452,20119,4/29/2018 4:00:00 AM,4/29/2018 4:00:00 AM,18,51.15,4,4,361,296.6,1,1670,172,248.07,2,532.09,876,11,19301,820,19
42.76,169.9,28.35,7079,16556,1/27/2018 10:00:00 AM,1/27/2018 10:00:00 AM,2,383.45,4,4,26,202.78,1,1234,18,840.97,1,263.66,900,11,15864,820,9
46.85,171.84,30.53,9703,20712,4/29/2018 8:00:00 AM,4/29/2018 8:00:00 AM,41,557.87,4,4,392,191.94,1,1705,200,880.29,1,93.5,911,11,19942,820,9
49.15,189.32,30.52,7752,15771,2/11/2018 7:00:00 AM,2/11/2018 7:00:00 AM,37,971.25,4,4,47,229.43,1,1379,59,130.09,2,539.61,961,11,15054,820,10
45.46,736.16,30.39,9067,19945,3/4/2018 4:00:00 AM,3/4/2018 4:00:00 AM,40,15,4,4,38,846.24,1,1425,68,1,174.14,220,1,11,19160,821,217.08
45.16,165.24,30.63,7650,16941,5/12/2018 10:00:00 PM,5/12/2018 10:00:00 PM,72,69.22,4,4,31,163.9,1,1357,91,635.61,1,189.49,696,11,16189,822,19
48.62,161.77,28.64,6780,13944,1/21/2018 1:00:00 AM,1/21/2018 1:00:00 AM,2,457.92,4,4,29,183.74,1,1258,19,978.34,1,860.78,841,11,13298,822,8
48.57,182.12,29.04,6968,14346,1/28/2018 12:00:00 PM,1/28/2018 12:00:00 PM,127,863.94,4,4,44,185.58,1,1266,148,964.52,1,425.54,850,11,13657,822,9
50.92,173.16,30.53,8246,16193,2/11/2018 12:00:00 PM,2/11/2018 12:00:00 PM,578,343.7,4,4,38,233.34,1,1484,678,59.58,2,540.34,978,11,15497,822,10
52.63,177.92,30.22,7786,14795,3/17/2018 7:00:00 PM,3/17/2018 7:00:00 PM,92,564.78,4,4,21,204.11,1,1423,112,57.41,2,214.19,773,11,13895,823,34
43.85,184.37,28.86,7668,17488,1/28/2018 10:00:00 AM,1/28/2018 10:00:00 AM,8,98.72,4,4,32,189.95,1,1262,27,804.78,1,380.48,981,11,16786,824,12
48.86,176.09,28.54,6841,13999,1/20/2018 8:00:00 PM,1/20/2018 8:00:00 PM,4,36.53,4,4,30,217.23,1,1297,21,794.17,1,631.85,858,11,13314,825,9
47.84,191.73,30.14,7889,16492,2/24/2018 1:00:00 PM,2/24/2018 1:00:00 PM,40,437.09,4,4,43,206.42,1,1394,61,16.9,2,812.28,975,11,15709,825,10
45.32,443.83,29.63,10620,23432,5/26/2018 4:00:00 AM,5/26/2018 4:00:00 AM,4,16,4,4,117,801.05,1,1933,50,2,194.36,137,1,11,22364,826,282.18
42.61,874.2,29.87,10680,25063,5/26/2018 8:00:00 PM,5/26/2018 8:00:00 PM,369,15,4,4,25,695.34,1,1591,419,1,168.85,65,1,11,24254,826,194.9
49.2,153.02,30.21,9402,19111,4/28/2018 6:00:00 PM,4/28/2018 6:00:00 PM,76,48.22,4,4,394,216.86,1,1749,233,946.58,1,712.09,792,11,18294,826,20
51.78,179.27,30.07,8103,15650,3/17/2018 6:00:00 PM,3/17/2018 6:00:00 PM,109,123.57,4,4,30,249,1,1469,132,307.91,2,687.84,824,11,14759,826,35
