% Cpu,Block Changes,Cursor/session,DB Cpu,DB Time,Date (DB Statistics),Date,Hard Parse (DB Statistics),Hard Parse,Instance Number (DB Statistics),Servers,JAVA Execs,Logical Reads,Number of Records,PLSQL Execs,Parse Time,PhysRead/Txn,PhysWrite/Txn,Redo 1,Redo,Repeat,SQL Execs,Sessions,User Calls
51.47,164.53,25.23,16676,32403,3/26/2018 12:00:00 PM,3/26/2018 12:00:00 PM,66,32,9,9,101,138.57,1,3031,125,5,288.04,311,2,25,30930,903,590.92
53.25,199.1,24.37,21520,40415,3/24/2018 9:00:00 AM,3/24/2018 9:00:00 AM,78,10,9,9,9966,756.06,1,4416,757,4,367.76,561,1,25,39320,807,354.84
45.28,535.79,21,10926,24131,3/25/2018 6:00:00 PM,3/25/2018 6:00:00 PM,85,13,9,9,101,295.14,1,1791,119,2,182.59,167,1,25,23204,906,229.09
50.58,413.56,24.76,17781,35152,3/6/2018 8:00:00 AM,3/6/2018 8:00:00 AM,904,36,9,9,177,191.39,1,3279,966,5,285.34,949,2,25,33451,970,685.73
19.18,630.2,28.92,18120,94473,3/16/2018 9:00:00 PM,3/16/2018 9:00:00 PM,905,29,9,9,93,119.43,1,3277,958,5,312.61,629,2,25,66434,869,603.57
18.14,811.13,28.76,18628,102718,3/6/2018 11:00:00 PM,3/6/2018 11:00:00 PM,906,28,9,9,136,617.01,1,3189,961,4,305.81,588,2,25,72429,842,585.51
52.5,576.62,29.28,16934,32257,3/22/2018 9:00:00 AM,3/22/2018 9:00:00 AM,909,32,9,9,97,88.32,1,3009,967,5,284.6,706,2,25,30620,849,614.22
16.01,338.52,30.3,18312,114389,3/22/2018 10:00:00 PM,3/22/2018 10:00:00 PM,909,28,9,9,97,25.86,1,3267,973,5,305.35,709,2,25,78028,825,585.72
52.83,158.84,30.61,16787,31777,3/23/2018 10:00:00 AM,3/23/2018 10:00:00 AM,910,33,9,9,124,197.77,1,3165,978,5,305.23,732,2,25,30251,823,636.76
51.74,219.69,25.97,15373,29709,3/14/2018 11:00:00 AM,3/14/2018 11:00:00 AM,911,25,9,9,83,519.29,1,2751,960,4,282.48,520,2,25,28168,954,601.81
51.07,943.59,27.98,16013,31357,3/13/2018 11:00:00 AM,3/13/2018 11:00:00 AM,912,29,9,9,80,944.15,1,2940,963,4,291.32,666,2,25,29874,862,629.39
54.86,285.41,26.39,17086,31146,3/20/2018 10:00:00 AM,3/20/2018 10:00:00 AM,914,35,9,9,92,293.02,1,3282,969,5,292.21,828,2,25,29471,912,659.59
49.91,993.29,29.61,15889,31833,3/8/2018 10:00:00 AM,3/8/2018 10:00:00 AM,914,28,9,9,109,113.69,1,2859,964,5,288.1,657,2,25,30192,833,639.14
19.25,81.16,27.79,20277,105334,3/7/2018 11:00:00 PM,3/7/2018 11:00:00 PM,914,784.65,9,9,123,724.39,1,3164,970,12,339.59,216,4,25,78854,889,1
11.87,412.2,30.72,20895,176001,3/23/2018 8:00:00 PM,3/23/2018 8:00:00 PM,914,30,9,9,125,613.96,1,3769,978,31,348.38,409,7,25,116024,823,928.61
54.1,600.83,28.63,18103,33461,3/22/2018 10:00:00 AM,3/22/2018 10:00:00 AM,916,36,9,9,112,591.64,1,3344,981,5,294.42,883,2,25,31711,869,672.09
11.83,395.26,30.94,17730,149880,3/2/2018 10:00:00 PM,3/2/2018 10:00:00 PM,917,30,9,9,56,34.86,1,3111,964,5,297.7,647,2,25,100114,827,572.59
53.54,583.26,28.15,16401,30632,3/21/2018 10:00:00 AM,3/21/2018 10:00:00 AM,917,30,9,9,101,478.91,1,3191,974,5,297.93,816,2,25,29103,875,674.43
53.45,327.37,28.01,15975,29885,3/20/2018 11:00:00 AM,3/20/2018 11:00:00 AM,919,27,9,9,74,747.82,1,3059,966,4,302.72,544,2,25,28296,855,603.99
52.14,777.85,26.06,16566,31772,3/13/2018 10:00:00 AM,3/13/2018 10:00:00 AM,920,32,9,9,77,992.86,1,3057,971,4,291.11,779,2,25,30189,931,649.58
53.38,376.41,28.13,18082,33872,3/21/2018 1:00:00 PM,3/21/2018 1:00:00 PM,920,31,9,9,91,292.65,1,3484,978,6,315.63,56,3,25,32206,879,715.85
51.25,761.06,29.55,17157,33479,3/14/2018 1:00:00 PM,3/14/2018 1:00:00 PM,923,29,9,9,77,8.72,1,3154,973,5,298.41,775,2,25,31870,833,662.66
51.9,799.46,27.96,16815,32399,3/13/2018 9:00:00 AM,3/13/2018 9:00:00 AM,925,31,9,9,75,111.41,1,3002,974,5,282.81,620,2,25,30833,860,605.43
49.33,514.94,29.25,16978,34420,3/7/2018 9:00:00 AM,3/7/2018 9:00:00 AM,926,30,9,9,152,142.1,1,3108,978,5,298.39,639,2,25,32615,833,653.51
53.33,521.59,28.59,16832,31562,3/19/2018 10:00:00 PM,3/19/2018 10:00:00 PM,938,30,9,9,84,895.36,1,3228,988,4,290.92,706,2,25,29909,821,583.95
49,291.29,28.12,16033,32719,3/15/2018 11:00:00 AM,3/15/2018 11:00:00 AM,945,38,9,9,97,938.47,1,3004,997,4,288.69,742,2,25,31118,886,653.9
15.99,589.72,28.63,17073,106768,3/6/2018 11:00:00 PM,3/6/2018 11:00:00 PM,20,19,6,6,140,29.13,1,3475,77,5,314.46,153,2,28,72261,838,577.29
9.68,84.14,29.38,18671,192895,3/1/2018 8:00:00 PM,3/1/2018 8:00:00 PM,21,17,6,6,50,210.67,1,3745,77,10,346.42,124,3,28,115395,831,697.4
51.84,349.92,28.22,16721,32254,3/27/2018 9:00:00 AM,3/27/2018 9:00:00 AM,21,29,6,6,83,117.7,1,3045,77,7,297.58,548,2,28,30650,843,734.8
53.37,489.59,30.07,18800,35224,3/29/2018 6:00:00 PM,3/29/2018 6:00:00 PM,21,19,6,6,109,975.52,1,3503,89,5,335.63,554,2,28,33371,825,687.8
10.42,504.61,29.95,18199,174598,3/2/2018 8:00:00 PM,3/2/2018 8:00:00 PM,22,20,6,6,92,563.28,1,3505,84,7,337.62,772,2,28,107524,820,752.94
51.93,437.27,27.01,15532,29907,3/19/2018 8:00:00 PM,3/19/2018 8:00:00 PM,23,17,6,6,68,447.96,1,3375,77,5,315.83,445,2,28,28103,861,633.11
51.26,309.12,26.11,15697,30626,3/6/2018 9:00:00 AM,3/6/2018 9:00:00 AM,23,25,6,6,78,469.84,1,3349,76,5,296.89,185,2,28,28869,906,616.96
16.6,523.49,29.75,19324,116440,3/27/2018 8:00:00 PM,3/27/2018 8:00:00 PM,23,19,6,6,91,316.07,1,3286,82,6,352.63,449,2,28,72065,805,668.3
15.7,113.05,30.12,17356,110533,3/9/2018 8:00:00 PM,3/9/2018 8:00:00 PM,23,16,6,6,97,565.03,1,3568,85,6,324.56,300,2,28,71786,820,605.08
48.31,116.05,29.02,15089,31231,3/7/2018 9:00:00 AM,3/7/2018 9:00:00 AM,23,17,6,6,209,126.14,1,3413,82,6,293.62,261,2,28,29341,833,631.43
54.56,40.14,29.16,19254,35291,3/28/2018 6:00:00 PM,3/28/2018 6:00:00 PM,24,20,6,6,89,700.63,1,3639,93,6,336.32,816,2,28,33293,841,757.03
48.97,189.68,26.21,15700,32060,3/20/2018 8:00:00 AM,3/20/2018 8:00:00 AM,24,18,6,6,277,323.81,1,3634,87,5,332.01,85,2,28,30072,904,536.89
15.15,19.59,29.37,16200,106966,3/14/2018 9:00:00 PM,3/14/2018 9:00:00 PM,25,19,6,6,74,853.52,1,3327,74,5,346.07,347,2,28,62213,830,622.76
49.23,855.04,27.75,18097,36762,3/26/2018 9:00:00 PM,3/26/2018 9:00:00 PM,25,28,6,6,81,222.5,1,3148,82,6,313.56,589,2,28,35061,845,670.69
54.12,26.49,27.86,16785,31017,3/27/2018 8:00:00 AM,3/27/2018 8:00:00 AM,28,31,6,6,84,536.34,1,3014,80,7,286.66,656,2,28,29414,852,748.32
35.79,535.64,23.53,15941,44542,3/26/2018 10:00:00 AM,3/26/2018 10:00:00 AM,28,258.65,6,6,84,373.07,1,3071,81,9,308.92,978,2,28,28707,970,1
50.83,543.82,28.1,14961,29434,3/12/2018 10:00:00 PM,3/12/2018 10:00:00 PM,29,17,6,6,70,761.13,1,3093,78,4,298.2,251,2,28,27701,832,572.97
14.93,953.91,29.56,17698,118526,3/22/2018 8:00:00 PM,3/22/2018 8:00:00 PM,31,17,6,6,90,534.13,1,3807,94,5,334.46,325,2,28,77777,825,630.95
54.59,396.11,28.33,16601,30409,3/22/2018 1:00:00 PM,3/22/2018 1:00:00 PM,34,21,6,6,65,344.01,1,3565,85,5,309.03,380,2,28,28565,863,650.2
18.86,321.94,28.09,17292,91711,3/7/2018 1:00:00 PM,3/7/2018 1:00:00 PM,950,27,9,9,105,981.59,1,3007,1000,4,310.83,640,2,25,65513,874,618.08
51.67,84.12,27.78,15220,29458,3/13/2018 12:00:00 PM,3/13/2018 12:00:00 PM,954,27,9,9,83,804.24,1,2801,1003,4,294.41,525,2,25,28020,870,609.46
50.68,560.61,26.39,15696,30969,3/6/2018 1:00:00 PM,3/6/2018 1:00:00 PM,954,27,9,9,118,924.07,1,2915,1002,4,325.03,540,2,25,29388,909,628.72
19.65,852.28,28.91,17341,88260,3/13/2018 10:00:00 PM,3/13/2018 10:00:00 PM,961,27,9,9,79,945.24,1,3214,1011,5,338.05,772,2,25,61753,837,601.76
17.75,58.84,30.24,17762,100064,3/1/2018 1:00:00 PM,3/1/2018 1:00:00 PM,976,29,9,9,49,913.47,1,3015,1022,5,331.19,865,2,25,65236,832,744.92
44.46,287.32,24.95,10825,24347,3/5/2018 12:00:00 AM,3/5/2018 12:00:00 AM,1049,32,9,9,32,432.69,1,1839,1083,2,205.18,671,1,25,23113,822,287.36
45.05,603.33,23.5,9757,21656,3/18/2018 9:00:00 PM,3/18/2018 9:00:00 PM,1456,22,9,9,61,914.16,1,1616,1850,1,203.24,505,1,25,20754,842,223.89
51.99,263.48,27.9,18095,34806,3/28/2018 1:00:00 PM,3/28/2018 1:00:00 PM,16,20,9,9,129,619.17,1,3211,85,5,305.08,559,2,26,33193,873,701.13
51.4,422.12,27.98,17996,35012,3/27/2018 9:00:00 AM,3/27/2018 9:00:00 AM,23,28,9,9,114,60.96,1,3077,88,7,276.26,724,2,26,33443,850,794.7
34.89,554.25,24.13,21999,63051,3/24/2018 8:00:00 AM,3/24/2018 8:00:00 AM,24,12,9,9,31480,717.31,1,4602,751,5,372.49,851,1,26,61937,804,409.84
46.87,673.11,24.02,13346,28476,3/26/2018 1:00:00 AM,3/26/2018 1:00:00 AM,31,14,9,9,87,459.18,1,2169,68,4,196.58,577,1,26,27239,868,349.61
50.37,570.17,25.39,15802,31375,3/12/2018 1:00:00 PM,3/12/2018 1:00:00 PM,57,18,6,6,74,925.07,1,3436,108,5,310.15,466,2,28,29574,901,651.84
53.15,9.71,24.3,22073,41532,3/24/2018 9:00:00 AM,3/24/2018 9:00:00 AM,83,9,6,6,11345,522.3,1,4716,801,6,376.8,904,1,28,40358,811,430.99
47.19,504.37,21.31,9533,20201,3/11/2018 6:00:00 PM,3/11/2018 6:00:00 PM,243,11,6,6,226,530.31,1,1818,297,5,221.01,718,1,28,19215,882,381.94
50.67,91.61,21.54,10213,20156,3/11/2018 5:00:00 PM,3/11/2018 5:00:00 PM,326,11,6,6,244,180.27,1,1931,531,5,226.26,671,1,28,19139,837,347.49
46.51,604.77,25.32,11401,24514,3/12/2018 3:00:00 AM,3/12/2018 3:00:00 AM,550,13,6,6,102,703.93,1,2126,787,3,213.38,424,1,28,23141,833,400.68
48.37,915.02,25.19,12464,25767,3/12/2018 2:00:00 AM,3/12/2018 2:00:00 AM,761,14,6,6,92,794.53,1,2161,1032,3,190.71,432,1,28,24485,826,365.28
17.71,226.44,29.24,18025,101787,3/21/2018 8:00:00 PM,3/21/2018 8:00:00 PM,13,17,6,6,86,245.07,1,3725,70,6,343.75,565,2,29,68883,828,673.4
18.65,141.58,29.68,17576,94224,3/2/2018 3:00:00 PM,3/2/2018 3:00:00 PM,14,17,6,6,43,29.12,1,3626,64,6,331.98,432,2,29,57868,825,682.45
53.98,935.66,25.91,16035,29705,3/27/2018 6:00:00 AM,3/27/2018 6:00:00 AM,21,18,6,6,81,866.13,1,2894,71,5,290.01,214,2,29,28193,922,573
13.41,848.59,28.14,17686,131901,3/13/2018 8:00:00 PM,3/13/2018 8:00:00 PM,22,20,6,6,76,32.66,1,3548,77,7,350.18,738,2,29,73632,857,711.64
52.15,937.97,27.81,16323,31298,3/19/2018 9:00:00 PM,3/19/2018 9:00:00 PM,23,17,6,6,86,931.49,1,3552,79,5,324.14,652,2,29,29416,835,683.77
17.84,969.95,29.54,20589,115383,3/27/2018 7:00:00 PM,3/27/2018 7:00:00 PM,24,20,6,6,87,294.7,1,3662,85,7,366.15,789,2,29,72976,813,758.23
17.25,283.96,28.22,17905,103814,3/9/2018 3:00:00 PM,3/9/2018 3:00:00 PM,24,19,6,6,88,101.9,1,3699,83,6,321.43,583,2,29,65576,880,734.53
17.37,287.36,29.9,17059,98184,3/8/2018 9:00:00 PM,3/8/2018 9:00:00 PM,24,23,6,6,89,1.92,1,3431,80,6,322.68,373,2,29,65343,821,683.68
53.61,511.11,27.19,17846,33286,3/26/2018 8:00:00 PM,3/26/2018 8:00:00 PM,25,20,6,6,71,107.87,1,3253,82,6,326.25,486,2,29,31602,861,687.24
53.84,593.38,29.05,19577,36360,3/28/2018 2:00:00 PM,3/28/2018 2:00:00 PM,26,27,6,6,99,385.58,1,3607,93,6,346.94,836,2,29,34403,839,777.32
16.89,647.4,27.14,17552,103926,3/7/2018 10:00:00 PM,3/7/2018 10:00:00 PM,28,18,6,6,109,124.51,1,3515,88,6,331.55,444,2,29,72581,903,636.6
26.91,333.66,29.83,17162,63764,3/23/2018 2:00:00 PM,3/23/2018 2:00:00 PM,31,17,6,6,102,491.37,1,3690,94,6,327.85,566,2,29,44543,825,740.02
50.88,583.08,27.56,16344,32122,3/12/2018 8:00:00 PM,3/12/2018 8:00:00 PM,37,18,6,6,69,332.77,1,3539,92,5,316.12,400,2,29,30234,847,626.22
18.01,160.17,27.74,18884,104837,3/13/2018 7:00:00 PM,3/13/2018 7:00:00 PM,37,28,6,6,85,105.91,1,3784,98,7,365.06,839,2,29,67137,866,765.9
16.24,368.53,27.74,17515,107820,3/5/2018 10:00:00 PM,3/5/2018 10:00:00 PM,39,21,6,6,84,207.29,1,3633,97,5,326.49,254,2,29,71403,833,604.73
52.01,321.4,28.5,15972,30707,3/12/2018 10:00:00 PM,3/12/2018 10:00:00 PM,901,28,9,9,72,221.01,1,3055,950,5,283.18,712,2,26,29055,827,624.56
18.57,221.3,28.43,16432,88506,3/8/2018 12:00:00 PM,3/8/2018 12:00:00 PM,907,29,9,9,206,926.39,1,2894,962,4,331.06,614,2,26,61054,873,568.96
53.3,338,29.44,18578,34855,3/20/2018 9:00:00 PM,3/20/2018 9:00:00 PM,912,32,9,9,86,27.15,1,3537,972,6,328.19,75,3,26,32924,824,680.32
19.63,212.73,30.18,17915,91249,3/15/2018 9:00:00 PM,3/15/2018 9:00:00 PM,912,29,9,9,92,418.16,1,3267,968,5,312.72,863,2,26,67131,804,697.48
49.15,346.17,29.17,17672,35956,3/7/2018 10:00:00 AM,3/7/2018 10:00:00 AM,913,29,9,9,129,338.82,1,3148,969,5,309.37,670,2,26,34222,837,690.04
54.18,184.03,29.52,17408,32129,3/20/2018 10:00:00 PM,3/20/2018 10:00:00 PM,916,31,9,9,105,213.93,1,3423,976,5,292.7,730,2,26,30471,822,620.4
12.59,242.89,30.86,19496,154839,3/23/2018 9:00:00 PM,3/23/2018 9:00:00 PM,916,33,9,9,116,777.64,1,3519,974,35,343.41,33,8,26,90147,824,942.8
11.11,445.12,30.53,18338,164997,3/2/2018 9:00:00 PM,3/2/2018 9:00:00 PM,918,27,9,9,82,915.96,1,3133,976,5,307.55,717,2,26,110412,837,702.72
52.01,581.38,29.33,17440,33530,3/13/2018 1:00:00 PM,3/13/2018 1:00:00 PM,919,29,9,9,79,890.64,1,3175,971,5,305.13,882,2,26,31880,823,700.43
12.91,671.94,29.29,21621,167418,3/1/2018 11:00:00 PM,3/1/2018 11:00:00 PM,919,682.85,9,9,150,279.39,1,3212,987,12,347.08,114,4,26,100385,867,1
17.74,597.51,29.92,18050,101733,3/21/2018 10:00:00 PM,3/21/2018 10:00:00 PM,920,31,9,9,93,13.1,1,3136,981,5,303.08,853,2,26,69547,822,596.67
18.63,452.94,29.4,17596,94435,3/14/2018 10:00:00 PM,3/14/2018 10:00:00 PM,921,30,9,9,86,178.62,1,3158,972,5,305.75,820,2,26,63424,835,628.1
50.74,132.69,28.05,17278,34056,3/15/2018 1:00:00 PM,3/15/2018 1:00:00 PM,923,32,9,9,76,15.82,1,3265,975,5,304.95,833,2,26,32393,891,678.72
55.18,520.58,29.02,18657,33809,3/22/2018 1:00:00 PM,3/22/2018 1:00:00 PM,926,30,9,9,85,401.48,1,3692,984,5,305.19,866,2,26,32034,860,682.79
51.73,922.96,27.68,16875,32621,3/1/2018 9:00:00 AM,3/1/2018 9:00:00 AM,928,30,9,9,47,502.1,1,3158,975,5,311.7,724,2,26,31011,917,676.38
53.85,141.41,27.9,17912,33265,3/20/2018 9:00:00 AM,3/20/2018 9:00:00 AM,929,32,9,9,141,338.61,1,3282,989,5,316.92,834,2,26,31508,857,696.47
55.11,699.3,28.99,17392,31556,3/20/2018 1:00:00 PM,3/20/2018 1:00:00 PM,932,35,9,9,67,540.66,1,3307,983,5,309.81,796,2,26,29876,827,683.46
21.17,793.94,28.82,20440,96537,3/8/2018 11:00:00 PM,3/8/2018 11:00:00 PM,935,756.16,9,9,96,506.2,1,3195,990,12,325.87,108,4,26,69516,858,1
18.08,727.74,30.14,18581,102766,3/8/2018 10:00:00 PM,3/8/2018 10:00:00 PM,940,29,9,9,96,225.23,1,3235,998,5,268.46,706,2,26,70794,819,643.59
50.23,692.24,26.75,16134,32122,3/6/2018 6:00:00 AM,3/6/2018 6:00:00 AM,940,26,9,9,114,424.37,1,2971,993,5,285.86,363,2,26,30579,887,600.17
47.78,772.33,25.4,12099,25321,3/19/2018 4:00:00 AM,3/19/2018 4:00:00 AM,958,26,9,9,72,685.05,1,2089,1072,3,225.51,943,1,26,24117,839,427.42
52.34,817.1,29.02,16528,31580,3/1/2018 10:00:00 AM,3/1/2018 10:00:00 AM,969,29,9,9,52,517.87,1,3037,1026,6,319.63,15,3,26,29938,872,736.54
48.36,575.67,24.13,12900,26677,3/19/2018 1:00:00 AM,3/19/2018 1:00:00 AM,1039,27,9,9,63,267.72,1,2049,1204,3,178.84,805,1,26,25511,862,333.85
46.96,155.32,24.11,13750,29280,3/19/2018 2:00:00 AM,3/19/2018 2:00:00 AM,1115,30,9,9,74,374.89,1,2100,1147,3,187.92,40,2,26,28066,873,389.47
47.71,467.86,24.06,12823,26874,3/5/2018 1:00:00 AM,3/5/2018 1:00:00 AM,1190,46,9,9,30,538.27,1,2091,1260,3,190.1,765,1,26,25659,868,387.04
48.88,324.16,26.31,16082,32902,3/12/2018 11:00:00 AM,3/12/2018 11:00:00 AM,1218,28,9,9,75,200.67,1,3109,1441,5,293.69,733,2,26,31328,867,642.44
53.3,186.73,30.08,19850,37241,3/29/2018 8:00:00 PM,3/29/2018 8:00:00 PM,11,21,9,9,414,565.43,1,3591,168,7,328.12,961,2,27,35551,824,694.55
21.03,454.32,29.07,20160,95870,3/27/2018 9:00:00 PM,3/27/2018 9:00:00 PM,15,21,9,9,134,563.13,1,3392,91,6,329.51,852,2,27,61709,823,713.9
52.16,59.87,30.17,18465,35401,3/29/2018 9:00:00 PM,3/29/2018 9:00:00 PM,16,22,9,9,233,59.78,1,3366,118,6,311.2,604,2,27,33760,824,654.06
52.33,46.49,29.42,19551,37358,3/28/2018 7:00:00 PM,3/28/2018 7:00:00 PM,17,22,9,9,128,241.81,1,3444,95,6,322.61,790,2,27,35563,831,722.5
51.92,148.47,29.61,18667,35954,3/28/2018 8:00:00 PM,3/28/2018 8:00:00 PM,17,22,9,9,137,172.54,1,3444,95,6,310.65,649,2,27,34246,827,684.76
52.43,671.58,27.21,19052,36342,3/26/2018 8:00:00 PM,3/26/2018 8:00:00 PM,20,19,9,9,101,456.8,1,3436,86,6,307.8,771,2,27,34575,859,711.69
52.06,871.95,29.4,21089,40512,3/29/2018 2:00:00 PM,3/29/2018 2:00:00 PM,21,27.67,9,9,130,88.4,1,3558,94,9,328.71,508,3,27,38596,843,1
52.25,998.86,27,18436,35283,3/26/2018 1:00:00 PM,3/26/2018 1:00:00 PM,22,21,9,9,103,103.39,1,3454,85,6,317.28,666,2,27,33585,842,691.81
53.33,43.7,27.87,18378,34460,3/27/2018 1:00:00 PM,3/27/2018 1:00:00 PM,28,27,9,9,115,410.51,1,3315,94,5,270.8,572,2,27,32689,857,652.09
18.49,489.13,29.11,20245,109497,3/27/2018 8:00:00 PM,3/27/2018 8:00:00 PM,29,23,9,9,118,104.49,1,3302,97,6,329.32,582,2,27,66975,826,645.44
50.13,224.72,28.85,17095,34103,3/6/2018 11:00:00 AM,3/6/2018 11:00:00 AM,910,30,9,9,243,270.38,1,3174,989,6,324.4,900,2,27,32505,823,740.11
17.71,436.27,30.2,18166,102599,3/16/2018 8:00:00 PM,3/16/2018 8:00:00 PM,911,29,9,9,87,229.98,1,3246,966,5,321.28,711,2,27,70342,832,627.99
16.74,511.12,29.89,17874,106799,3/7/2018 9:00:00 PM,3/7/2018 9:00:00 PM,912,26,9,9,115,429.93,1,3209,973,5,318.61,735,2,27,73018,819,660.77
18.49,680.11,27.05,18501,100041,3/7/2018 10:00:00 PM,3/7/2018 10:00:00 PM,913,33,9,9,108,978.22,1,3354,974,5,323.57,837,2,27,68517,914,694.77
18.51,661.9,28.46,19233,103921,3/5/2018 11:00:00 PM,3/5/2018 11:00:00 PM,920,30,9,9,89,187.28,1,3380,978,5,306.02,717,2,27,70587,823,627.38
18.34,353.88,28.66,20116,109712,3/9/2018 3:00:00 PM,3/9/2018 3:00:00 PM,922,32,9,9,90,743.36,1,3576,979,5,316.46,12,3,27,74471,872,726.66
47.7,633.07,27.47,17888,37501,3/6/2018 7:00:00 AM,3/6/2018 7:00:00 AM,922,30,9,9,156,558.13,1,3170,983,8,288.6,104,3,27,35799,863,685.3
51.97,511.45,28.81,16672,32078,3/14/2018 10:00:00 AM,3/14/2018 10:00:00 AM,924,30,9,9,107,486.4,1,3138,979,5,287.49,706,2,27,30497,851,671.99
16.11,504.53,30.27,20439,126833,3/22/2018 8:00:00 PM,3/22/2018 8:00:00 PM,928,32,9,9,115,217.31,1,3887,1002,6,337.64,125,3,27,82770,826,703.89
17.3,952.34,30.26,19221,111113,3/8/2018 9:00:00 PM,3/8/2018 9:00:00 PM,935,27,9,9,98,127.76,1,3600,994,5,274.22,688,2,27,81406,815,657.25
51.66,525.07,27.01,16919,32750,3/15/2018 10:00:00 AM,3/15/2018 10:00:00 AM,938,35,9,9,89,537.03,1,3169,992,5,290.25,850,2,27,31121,924,684.93
52.5,118.41,26.04,15156,28871,3/19/2018 11:00:00 AM,3/19/2018 11:00:00 AM,945,30,9,9,96,781.94,1,2794,996,4,288.94,427,2,27,27381,869,572.64
10.15,331.4,31.03,18603,183210,3/1/2018 9:00:00 PM,3/1/2018 9:00:00 PM,998,29,9,9,61,163.76,1,3198,1053,5,326.37,711,2,27,115159,815,641.73
50.06,887.26,25.33,15284,30532,3/12/2018 1:00:00 AM,3/12/2018 1:00:00 AM,1481,34,9,9,92,189.4,1,2972,1823,4,176.12,98,2,27,29371,821,390.63
53.2,803.96,29.65,18346,34487,3/28/2018 9:00:00 PM,3/28/2018 9:00:00 PM,11,19,9,9,132,293,1,3402,85,6,310.11,695,2,28,32760,827,689.89
52.44,498.28,29.65,19817,37789,3/29/2018 7:00:00 PM,3/29/2018 7:00:00 PM,19,23,9,9,137,71.34,1,3526,95,6,316.85,698,2,28,35988,837,706.8
52.18,137.95,29.69,20350,39002,3/29/2018 6:00:00 PM,3/29/2018 6:00:00 PM,19,22,9,9,142,125.02,1,3672,97,6,323.11,750,2,28,37113,836,741.36
50.48,781.18,23.85,17790,35242,3/26/2018 10:00:00 AM,3/26/2018 10:00:00 AM,23,21,9,9,122,351.52,1,3260,89,6,301.21,665,2,28,33665,955,700.7
46.34,557.27,25.08,12352,26654,3/26/2018 2:00:00 AM,3/26/2018 2:00:00 AM,48,15,6,6,69,60.04,1,2072,84,4,185.23,569,1,29,25450,832,395.14
52.45,555.79,25.37,15678,29892,3/19/2018 1:00:00 PM,3/19/2018 1:00:00 PM,50,17,6,6,82,898.63,1,3407,99,6,323.42,617,2,29,28120,895,742.66
47.29,240.82,24.17,10712,22652,3/19/2018 1:00:00 AM,3/19/2018 1:00:00 AM,140,15,6,6,64,477.66,1,1893,179,3,182.75,290,1,29,21514,855,329.63
,,,,,3/24/2018 5:00:00 AM,3/24/2018 5:00:00 AM,,,1,1,0,,1,0,,,,,,0,,,
,,,,,3/25/2018 5:00:00 AM,3/25/2018 5:00:00 AM,,,1,1,0,,1,0,,,,,,0,,,
43.97,1.37,144.96,7648,17395,3/11/2018 3:00:00 AM,3/11/2018 3:00:00 AM,20,0,1,1,64,31.5,1,1318,38,1,82.88,11.79,1.2,9,16690,7,8.66
43.76,1.36,304.51,7930,18120,3/11/2018 1:00:00 AM,3/11/2018 1:00:00 AM,17,0,1,1,78,57.55,1,1373,39,1,84.6,12.1,1.24,9,17445,7,8.81
45.04,1.36,943.95,8602,19100,3/11/2018 12:00:00 AM,3/11/2018 12:00:00 AM,28,0,1,1,65,200.55,1,1383,46,1,225.65,12.6,1.28,9,18398,7,8.95
51.44,1.42,945.52,8078,15704,3/18/2018 12:00:00 AM,3/18/2018 12:00:00 AM,18,0,1,1,1634,303.53,1,1498,56,1,249.87,12.16,1.22,10,14972,4,8.53
48.7,1.71,465.5,7882,16186,3/18/2018 2:00:00 AM,3/18/2018 2:00:00 AM,50,0,1,1,1748,128.03,1,1514,106,1,109.8,14.89,1.22,10,15415,5,8.35
48.08,1.5,292.61,7602,15811,3/17/2018 9:00:00 PM,3/17/2018 9:00:00 PM,26,0,1,1,1450,176.37,1,1466,59,1,184.4,13.21,1.24,10,14986,5,8.82
48.31,1.4,83.81,7611,15755,3/11/2018 11:00:00 AM,3/11/2018 11:00:00 AM,303,0,1,1,70,22.68,1,1383,336,1,58.29,12.94,1.15,10,15000,6,8.7
48.81,1.31,269.1,8016,16422,3/11/2018 2:00:00 PM,3/11/2018 2:00:00 PM,202,0,1,1,77,72.42,1,1405,257,1,67.06,12.36,1.16,10,15642,6,8.71
46.18,1.34,374.8,8329,18037,3/11/2018 12:00:00 PM,3/11/2018 12:00:00 PM,527,0,1,1,77,133.44,1,1423,626,1,168.6,12.66,1.16,10,17306,6,8.39
49.28,1.45,280.79,7815,15860,3/18/2018 7:00:00 AM,3/18/2018 7:00:00 AM,231,2.83,1,1,94,7.99,1,1363,271,977.7,65.87,13.4,1.17,10,15125,6,0
37.23,1.39,786.81,8575,23031,3/11/2018 10:00:00 AM,3/11/2018 10:00:00 AM,311,8.5,1,1,81,3,1,1371,985,53.37,2,13.37,1.19,10,21692,6,41.55
48.68,1.32,240.42,8486,17431,3/11/2018 1:00:00 PM,3/11/2018 1:00:00 PM,429,0,1,1,77,77.09,1,1453,468,1,70.09,12.65,1.21,10,16645,6,8.84
44.12,1.27,487.42,7605,17237,3/11/2018 4:00:00 AM,3/11/2018 4:00:00 AM,6,0,1,1,67,61.08,1,1368,31,1,73.39,12.37,1.23,10,16506,6,8.73
44.39,1.5,285.61,7845,17671,3/17/2018 12:00:00 PM,3/17/2018 12:00:00 PM,32,3.3,1,1,757,8.21,1,1434,64,977.1,64.04,14.08,1.23,10,16920,6,0
